Vrid,panelistid,gender,AGEyears,AREA,RELIGIOSITY,QREL2,Q1,Q2,Q3,Q1A,Q1B,Q2A,Q2B,Q3A,Q3B,Q4A,Q4B,Q5A,Q5B,QCHECK,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q9A,Q9B,Q10A,Q10B,EDUCATION,FAMILYNUMBER,FAMILYSTATUS,SELFINCOME,FAMILYINCOME,Q100_19,Q100_0,Q100_1,Q100_2,Q100_3,Q100_4,Q100_5,Q100_6,Q100_7,Q100_8,Q100_9,Q100_10,Q100_11,Q100_12,Q100_13,Q100_14,Q100_15,Q100_16,Q100_17,Q100_18,PROFESSION,END
567,603165,10009,28,3,1,2,1,2011,אזור המרכז,7,החלק העליון במבנה נפל וזה מתאים להגדרה של 7 (נפילת חלקי ארובות),8,מבנה חלש וישן עלול להתמוטט,7,אני משער שהמסגד הינו מבנה ישן ולכן ייתכן שקירות יפלו בו,8,הר הזיתים מתקשר לבנייה מיושנת,8,נפילה מאסיבית של קירות,8,10,נראה בניין יחסית מודרני ('בנוי היטב'),7,משער שהמבנה ישן - והתיאור מתאים לסדקים גדולים בקירות,8,בניינים ישנים עשויים להתמוטט,7,מזכיר את חלקי הארובות שבהגדרה 7,7,סדקים בקירות בבניינים ישנים,5,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
568,14792,10009,77,1,1,1,1,1984,באזור חיפה,7,נפילת חלקי ארובות,8,מבנים חלשים וישנים עלולים להתמוטט,7,במבנים ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים,8,"במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות,  ואילו מבנים ישנים וחלשים עלולים להתמוטט.",8,"במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות,  ואילו מבנים ישנים וחלשים עלולים להתמוטט.",8,9,נפילה מאסיבית של קירות וקריסה חלקית  של שלד המבנה.,6,"מבנים רבים סובלים מנזק קל שאינו בשלד המבנה, כמו למשל סדקים דקים ונפילת חלקי טיח קטנים",8,"במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות,  ואילו מבנים ישנים וחלשים עלולים להתמוטט",7,"מבנים רבים הבנויים היטב סובלים מנזק מתון:סדקים קטנים בקירות, נפילה של טיח, נפילת חלקי ארובות. במבנים  ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים",8,"במבנים רבים נוצרים סדקים גדולים בקירות. במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות, ואילו מבנים ישנים וחלשים עלולים להתמוטט",5,2,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
569,352722,10009,83,1,1,4,2,,,3,לא נראית פגיעה חזקה במגדל,7,יש היזק רציני,8,כי הסדק במקום לא הכי סימבטי,12,נזק שלא ניתן לשיקום ואפילו היה קורבן,12,כי הכל נהרס,8,12,כל הבנין הרוס,7,נזק הניתן לתיקון,12,כמעט כל הבנין הלך,6,אפשר לתקן,10,הבנין לא בטיחןתי,4,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,
570,295146,10010,32,2,1,3,2,,,5,ככה,9,ככה,8,ככה,10,ככה,6,ככה נראה בתמונה,8,10,ככה,6,ככה,8,ככה,7,ככה,8,ככה,2,6,2,,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,
573,112377,10009,70,4,1,3,1,1980,בישראל בלוד,9,דומה לדוגמא שהובאה,10,יתר חמור מהקודם,6,דומה לדוגמא,10,בהתאם לדוגמאות,8,בהתאם לדוגמאות,8,9,בהתאם לדוגמאות,7,בהתאם לדוגמאות,9,בהתאם לדוגמאות,8,בהתאם לדוגמאות,7,בהתאם לדוגמאות,5,2,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,
576,217886,10009,73,5,1,1,1,1985,בנתניה,9,נזק חמור,9,נזק קשה,8,נזק קשה,7,נזק בינוני,10,נזק קשה מאוד,8,12,הרס מוחלט,8,נזק כבד,11,הרס מוחלט,7,נזק כבד,7,נזק ממשי,4,3,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
579,284736,10009,26,4,1,3,1,2019,זוכר רעידה קטנה שממש הורגשה בעצמה הלילה כל הבית רעד באזור בית שמש,8,רעידת אדמה בה המבנה לא התמוטט לגמרי  חלקו עם סדקים ותתקרה התמוטטה חלקית,8,נזק כבר כמעט נגרם אנשים לא מצליחים לעמוד,7,נזק שמעיד ומזיז את היסודות וגורם לסדקים,6,טיח נופל רהיטים זזים וגם נופלים,6,רעידה בינונית,8,12,נזק אדיר כל המבנים נהרסים,6,נזק בינוני כי לא התמוטט רק קיבל סדקים,7,קירות פנימיים התמוטטו   מבנה יכול לקרוס,6,נזק קל כי רק כמה אבנים נפלו,6,סדקים נזק קל,4,4,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
583,550891,10009,32,1,1,4,1,2016,בעיר חיפה קמנו בבקור ואשתי אומרת לי החדר שינה זז,7,האנשים בחוץ ונראה נזק חלקי ברא ש הבנייןם,12,מפורש נזק מחריב,8,מפורש סדקים בקירות,12,נכתב שאינו  ניתןלשינוי,9,רק חלק מהמבנים נופלים,8,10,נראה קריסת מבנים אבל רק חלק המבנה מאחור נראה שלם,7,מפורש סדק אחד בכנסייה,8,כך מתאים לנכתב בטבלה,6,חלק קטן נפל,10,כך נשמע שהיא לא בטיחותיתי,4,3,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
586,53041,10009,41,2,1,1,1,1991,באר שבע,6,...,10,...,4,...,9,...,10,...,8,10,...,6,...,8,...,7,...,7,...,5,5,2,,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,
587,536371,10009,66,3,1,3,1,2004,ישראל,7,"כי יש נזק רב למבנה, חלקים נפלו",8,כי יש חשש לקריסה,7,יש סדקים די רציניים,9,מבנה משמעותי עומד להתמוטט,7,סדקים ונפילות טיח,8,9,יש נפילה הרסנית,6,סדק קל שאינו בשלד המבנה,10,"לא ידוע מה תקן הבנייה, אבל יש התמוטטות מסיבית",6,סובל בנזק קל,7,יש סכנה בגלל הסדקים אז יכול להיות נפילה פנימית,3,3,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,
589,299258,10009,32,3,1,1,1,1998,לא בטוח לגמרי בשנה. היה גם כמה פעמים. גם בבית וגם בבית ספר,6,נראה שיש נזק קל וקריסה חלקית בחלק מהמבנה,9,המבנה ניזוק קשה ועומד להתמוטט,6,סדקים בנקודות החלשות ונזק קל,9,נזק חמור והתמוטטות של חלקים מהמבנה ויש סכנת התמוטטות.,7,"נזק בינוני, קריסה חלקית של קירות בקומה העליונה וסדקים גדולים",8,10,"נזק חמור, קריסה של שלד הבניין, קירות והתמוטטות של המבנה",6,סדקים,8,"נזק חמור, קריסה חלקים של המבנה",6,"נזק יחסית קל, קצה של מגדל ינזק יותר ממבנה רגיל",7,"סדקים רבים בקירות, מספיק כדי שיחליטו שלא בטיחותי להיכנס, וחלק מהגג קרס",5,1,1,2,,,,,,,,,,,,,,,,,,,,,,7,
592,616746,10009,51,3,1,1,2,,,6,נזק חלקי בלבד,9,"הנזק רב, כמעט קריסה מוחלטת",3,נזק לא משמעותי מדי,10,"נזק משמעותי, גרם להרג",7,"נזק רב, מחייב הריסה ככל הנראה",8,11,"מבנה על סף קריסה מוחלטת, נזק רב מאד",3,נזק לא משמעותי מדי,9,נזק בינוני,7,נזק בינוני,5,נזק בינוני אך מבוסס על סדקים,6,1,3,4,,,,,,,,,,,,,,,,,,,,,,6,
593,116934,10010,41,3,1,1,2,,,7,נראית התמוטטות חלקית של קירות המבנה,9,מדברים על נזק קשה וסכנת קריסה,7,מתוארים סדקים בקירות,9,"נזק כבד ובלתי הפיך, סכנת התמוטטות",8,סדקים גדולים ונפילה של קירות,8,11,נראה הרס כמעט מלא של המבנה,7,סדקים במבנים ישנים,10,הרס והתמוטטות המבנה,7,הרס חלקי של המבנה,8,סדקים בקירות,6,4,2,,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,
594,299346,10010,72,3,1,1,1,2004,בת ים,7,נפלו חלקי מבנה חיצוניים ולא יציבים,9,"נזק מיבני הוא טוטלי, אף שלא התמוטט לחלוטין בזמן הרעידה עצמה",6,"נזק חמור למבנה, אבל עדיין ניתן לתיקון יסודי",9,הבניין נהרס כמעט לחלוטין ורק השלד שלו עדיין מחזיק אותו בצורה מלאכותית.,5,"נהרסו חלקי מבנה רגישים יותר, וניתן לסלקם ולשפץ את הבניין העומד עדיין על תילו",8,9,"הבניין הרוס, ורק נשען על הריסותיו.  לא שונה בהרבה אם היה מתמוטט לגמרי לקרקע",5,נזקים וסדקים במבנה הניתנים לשיקום וחיזוק,8,"חצי בניין התפורר לגמרי, וחצי בניין עדיין שרד איכשהו",5,"הרס נקודתי מורגש במבנה, אבל ניתן לשיקום",6,"הרס פנימי במבנה, שלא מורגש כל כך חיצונית, אבל מסכן אותו אם לא יעשו חיזוקי מבנה מסיביים",5,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
595,313146,10009,32,3,1,1,2,,,4,תחושה,9,תחושה,6,תחושה,9,תחושה,8,תחושה,8,7,תחושה,6,תחושה,6,תחושה,7,תחושה,7,תחושה,5,2,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
600,609376,10010,25,2,1,1,1,2006,"אשדוד, בכל הארץ אשדוד הרגישה קצת פחות. אולי בצפון יותר לא זוכרת.",5,"זה מבנה ישן, ישנו נזק אבל אין מבנה חדש שיתאר נזק יותר מדי. חוץ מזה הבן אדם נראה די רגוע.",8,"לא צויין אם זה בניין ישן או מותאם לרעידות אדמה, ההתלבטות בין 7-8.",6,נשמע שמדובר בבניין ישן עם סדקים.,7,קריסת בניין ישן וקורבן נסיבות. לא בטוח שהרעידת אדמה היתה ממש חזקה אולי פשוט היא היתה בבניין ישן.,7,נזק חזק אבל בניין ישן,8,9,"זה נראה בניין לא ישן מדי גם לא חדש מדי, הנזק נראה על הפנים, קריסת שלד מוחלטת.",5,בגלל שזה כולה סדק בבניים ישן.,7,בניין ישן נזק כבד. אנשים לחוצים.,6,לא נשמע כמו משהו נורא. אבנים זזו זה לא קריסה,6,מבנה ישן רק סדקים. סכנת מפולת,4,2,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
601,236604,10010,49,1,1,1,1,2019,עמק הירדן,6,נגרם נזק אך נראה שרק לצריח - מבנה גבוה ופחות יציב,10,נשמע שהנזק היה נרחב עד כדי קריסת מבנה על יסודותיו,9,נשמע שהסדק עמוק ומערער את יציבות המבנה מהיסוד.,11,נזק גדול שהביא לאובדן חיי אדם,7,נראה שלא נגרם יזק ליסודות אלא לאלמנטים גבוהים ופחות יציבים,8,8,נראה כי נגרם נזק נרחב למבנה אך זה שעל ידו עדיין עומד,5,נשמע שלא נגרם נזק מקיף,8,נראה כהרס נרחב כתוצאה מתנועת המבנה,5,פגיעה באלמנטים גבוהים ולא ביסודות,5,נגרם נזק אך ייתכן וחוסר יציבות של המבנה לפני הרעידה תרם למצב,5,3,1,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,
602,303989,10010,49,5,1,1,1,2017,איזור השרון - היה העירק והורגש אצלנו בהרצליה,2,המבנה עצמו רעוע כך שיש כאילו רושם לקל להרס,12,מאחר והוא קרוב להרס מוחלט ....   ולא ראוי מגורים   זה נזק אדיר !,11,לא ראוי למתפללים בשל פגיעה באנשים   וכן פגיעה סביבתית באנשים במקומות הציבוריים ( מרחצאות ),12,יכול לגבות חיי אדם   כפי שקרה !,12,שבור לחצי,8,12,לא ראוי למגורים ולא להיות בסביבתו מסוכן !,9,סדקים זה לא נזק אדיר או קרוב לו ...,11,לא ראוי למגורים,11,מסוכן,11,הוגדרה כלא בטיחותית,4,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
604,222020,10010,30,3,1,4,2,,,7,חלק מהמבנה התמוטט,9,קרוב לקריסה מוחלטת - ייתכן וקירות קרסו.,6,סדקים במבנה,8,המבנה בסכנת התמוטטות והחלה קריסה של קירות פנימיים,9,קריסה חלקית של שלד המבנה,8,11,מרבית המבנים מתמוטטים,7,ישנם סדקים במבנה,10,מבנים רבים מתמוטטים,8,ישנו נזק שאינו בשלד המבנה.,7,סדקים בקירות,4,6,2,,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,
605,275061,10010,37,4,1,1,1,2003,ירושלים הייתי בעבודה,6,רק החלק העליון של המסגד נפל,7,קרוב ל... עוד לא קרס,4,סדק מבנה ישן,5,נמצא בסכנה לא התמוטט,7,חלק קטן במבנה קרס,8,11,המבנה קרס לגמרי לא נשארו קירות תמיכה,4,סדק!!,9,רוב הבנין קרס,6,הצריח נשבר- החלק הכי עדין במבנה ולכן יינזק ראשון,6,סדק,6,4,2,,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
606,233049,10010,46,2,1,1,1,2019,חיפה,12,מבנה שלם נפל,12,נגרם נזר כבד,10,נגרם נזק בינוני עד כבד,12,נגרם נזק משמעותי,9,נזק כבד נגרם,8,12,מבנה נהרס לחלוטין,5,נגרמו סדקים נז ק קל,12,מבנה נחרב,12,נזק משמעותי,10,נז ק בינוני,4,3,2,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,
607,582645,10010,35,1,1,1,1,2019,בארץ,9,כי רואים שחלק מהמבנה נשבר,11,קרוב לקריסה מוחלטת,6,סדק,12,בלתי ניתן לשיקום/ משררת נהרגה,10,חצי מהמבנה שבור,8,12,המבנה שבור כולו,5,סדקים,9,נזק בינוני למבנה,6,רק קצה הצריח נשבר,2,"הוכרזה כלא בטיחותית, יש רק סדקים.",5,4,2,,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,
609,202494,10010,41,1,1,2,1,2019,נחשולים,7,'נפילת חלקי ארובות',9,'מבנים ישנים וחלשים רבים מתמוטטים',6,"'מבנים רבים  סובלים מנזק קל שאינו בשלד המבנה, כמו למשל סדקים דקים'",9,'נפילה מאסיבית של קירות וקריסה חלקית  של שלד המבנה',8,'במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות',8,10,'מבנים רבים הבנויים היטב מתמוטטים',7,'במבנים  ישנים ייתכנו סדקים גדולים בקירות',8,'מבנים ישנים וחלשים עלולים להתמוטט',7,'נפילת חלקי ארובות',8,'במבנים רבים נוצרים סדקים גדולים  בקירות',4,5,2,,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,
611,89106,10009,72,4,1,3,1,2010,בגן יבנה- לא זוכר השנה- הרגשתי רעידות קלות- לא יותר מזה,4,נזק לא רב,11,אם הוא קרוב לקריסה מוחלטת סימן שהנזק הוא אדיר,5,נזק בינוני- סדקים אבל לא הרבה יותר מזה,12,"נזק אדיר-סכנת התמוטטות, בלתי ניתן לשיקום",7,רואים את ההרס אבל זה של בנין עתיק,8,12,הרס רב,5,רק סדקים,10,גם הרס רב אבל בבנין עתיק,6,"נשבר, הזזה",7,"קריסת גג, סדקים בקירות",6,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,
612,502578,10009,59,3,1,3,1,1995,בארץ,8,הרס,8,הרס,6,נזק - סדק,8,נזק משמעותי,8,הרס,8,10,הרס מוחלט,6,סדק,8,הרס,6,נזק,7,סכנה,4,7,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,
616,496617,10009,76,4,1,1,1,2013,כפר בבולגריה בשם שישקובטסי בדרום מערב בולגריה,8,בדרגה 9 כל היה נהרס,7,סדקים לאורך פסי חולשה של הבנין. רעש בדרגה 8 היה ממוטת את הבניין,8,הנזק הוא גדול ביותר כיוון שחייבים לפרק ולבנות את הבנין מחדש,11,נזק טוטאלי,11,נזק שלא ניתן לתיקון,8,12,כל המבנים נזוקו בצורה שלא ניתנים לשיחזור,6,"למרות שהמבנה בכללותו לא נזוק בצורה קשה, הסדק שמול המנזר הארמני מעמיד קושי רב בפני הבנאים. אי חיזוק רציני של המקטע האמור יכול להוות סכנה למבנה בכללותו באירוע הטקטוני הבא",6,לא רואים סדקים בחלקו העומד של הבנין. היסודות לא נפגעו,5,עוצמת הרעש של שנת 1927 הורגשה בנקודות הגבוהות של הבנינים. (פיזיקה),5,נזק קל לקןמה העליונה,6,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
621,562341,10009,24,3,1,1,1,2007,בבית ספר,6,נזק לבניין ישן,8,.,5,.,9,.,6,.,8,9,.,7,.,9,.,7,.,7,.,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,6,
622,299283,10010,45,4,1,1,1,2000,"בירושלים, רעידת אדמה קלה, לא זוכרת את השנה",4,המבנה נראה שלם,10,המתאים ביותר לתיאור של הקריסה,7,נראה לי על פי הסדקים בחיבורים,9,הריסה די ניכרת והרוגה,7,סדקים וחלקים נופלים אך לא כל המבנה,8,10,קריסה משמעותית אך לא של כל הבתים,7,סדקים במבנים,8,נזק של נפילת קירות,7,נפילת חלק מהצריח,8,הסדקים שעלולים להביא לקריסת המבנה,6,3,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
